"text";"section";"header";"div";"p";"s";"id";"p_comp";"p_value";"expanded";"context"
"p = .21";"results";"Change detection and exemplar identification tap into overlapping effects";11;1;8;"09567976211032676";"=";0,21;"Correlations between the other dependent variables corroborated this finding: Changedetection-localization performance was highly correlated with identification RT, r(58) = .40, p < .001, 95% CI = [.16, .59], BF 10 = 43.24, whereas the other pairwise correlations were not significant and presented evidence ranging from anecdotal to inconclusive: Experiment 1 RT × Experiment 2 RT: r(58) = .10, p = .21, 95% CI = [-.15, .35], BF 10 = 0.34; Experiment 1 Localization Error × Experiment 2 2AFC Accuracy: r(58) = -.21, p = .056, 95% CI = [-.44, .05], BF 10 = 1.05 (see Fig.";"(Note that the negative direction of the effect is explained by positive [or positive changes in] accuracy values indicating better performance, whereas positive [or positive changes in] RT values indicate worse performance.) (Note that the negative direction of the effect is explained by positive [or positive changes in] accuracy values indicating better performance, whereas positive [or positive changes in] RT values indicate worse performance.) Correlations between the other dependent variables corroborated this finding: Changedetection-localization performance was highly correlated with identification RT, r(58) = .40, p < .001, 95% CI = [.16, .59], BF 10 = 43.24, whereas the other pairwise correlations were not significant and presented evidence ranging from anecdotal to inconclusive: Experiment 1 RT × Experiment 2 RT: r(58) = .10, p = .21, 95% CI = [-.15, .35], BF 10 = 0.34; Experiment 1 Localization Error × Experiment 2 2AFC Accuracy: r(58) = -.21, p = .056, 95% CI = [-.44, .05], BF 10 = 1.05 (see Fig. Correlations between the other dependent variables corroborated this finding: Changedetection-localization performance was highly correlated with identification RT, r(58) = .40, p < .001, 95% CI = [.16, .59], BF 10 = 43.24, whereas the other pairwise correlations were not significant and presented evidence ranging from anecdotal to inconclusive: Experiment 1 RT × Experiment 2 RT: r(58) = .10, p = .21, 95% CI = [-.15, .35], BF 10 = 0.34; Experiment 1 Localization Error × Experiment 2 2AFC Accuracy: r(58) = -.21, p = .056, 95% CI = [-.44, .05], BF 10 = 1.05 (see Fig. 5). 5)."
"p = .358";"results";"Subjective congruency ratings partly explain behavioral performance";12;2;1;"09567976211032676";"=";0,358;"Change-detection RTs in Experiment 1 were not correlated with inconsistency ratings, r(58) = .05, p = .358, 95% CI = [-.21, .30], BF 10 = 0.12 (see Fig.";"Change-detection RTs in Experiment 1 were not correlated with inconsistency ratings, r(58) = .05, p = .358, 95% CI = [-.21, .30], BF 10 = 0.12 (see Fig. 6)."
"p = .68";"discussion";"General Discussion";12;1;18;"09567976211043428";"=";0,68;"This analysis did not reveal any significant effect of session half (first half: mean Type 2 AUROC = .66; second half: mean Type 2 AUROC = .67), t(49) = 0.4, p = .68.";"In a first analysis, we compared metacognitive performance in Experiment 3 in the first half and second half of each session. This analysis did not reveal any significant effect of session half (first half: mean Type 2 AUROC = .66; second half: mean Type 2 AUROC = .67), t(49) = 0.4, p = .68. One may still argue that the practice needed to obtain improvement in our task requires a full session to emerge (80 rather than 40 trials)."
"p = .62";"discussion";"General Discussion";12;1;21;"09567976211043428";"=";0,62;"As expected (on the basis of lack of accuracy feedback), there was no improvement in metacognitive performance between blocks (first block: mean Type 2 AUROC = .66; second block: mean Type 2 AUROC = .67), t(34) = 0.49, p = .62.";"To rule out this possibility, we ran a control version of our Experiment 3 (N = 35), in which participants completed two consecutive 80-trial blocks of the freeresponse task (for details, see the Supplemental Material). As expected (on the basis of lack of accuracy feedback), there was no improvement in metacognitive performance between blocks (first block: mean Type 2 AUROC = .66; second block: mean Type 2 AUROC = .67), t(34) = 0.49, p = .62. Together with the double dissociation between choice and metacognitive performance observed in Experiment 3 (Fig. 6), the results of this control experiment make it unlikely that a practice effect could account for our key findings."
"p = .46";"results";"Results";6;2;7;"09567976211048485";"=";0,46;"The LPE effect was reduced to 3.3% in the similarity condition, which was not statistically significant, t(16) = 0.76, p = .46, α = .025.";"As expected, the results showed a robust LPE for target-present/target-absent search (20.50% difference), replicating established findings, t(23) = 6.02, p < .001, α = .025. The LPE effect was reduced to 3.3% in the similarity condition, which was not statistically significant, t(16) = 0.76, p = .46, α = .025. For performance data from trials without a perfect T and a note on response times, see the Supplemental Material available online."
"p = .058";"results";"Results";8;1;4;"09567976211048485";"=";0,058;"The interaction between search condition and target prevalence was marginally significant, F(1, 38) = 3.82, p = .058, η p 2 = .09, indicating that the LPE depended on search condition, although this interpretation should be made with caution (see Fig.";"There were main effects of search condition, F(1, 38) = 30.15, p < .001, η p 2 = .44, and target prevalence, F(1, 38) = 6.53, p = .015, η p 2 = .15. The interaction between search condition and target prevalence was marginally significant, F(1, 38) = 3.82, p = .058, η p 2 = .09, indicating that the LPE depended on search condition, although this interpretation should be made with caution (see Fig. 2)."
"p = .67";"results";"Results";8;1;8;"09567976211048485";"=";0,67;"Results replicated Experiment 1, indicating that there was virtually no LPE in the similarity-search condition-1.6% difference in miss rates between the high-and low-prevalence conditions, which did not reach statistical significance, t(19) = 0.43, p = .67, α = .025.";"We performed post hoc paired-samples two-tailed t tests comparing miss rates between the high-and low-prevalence conditions at both levels of search condition, applying Bonferroni corrections for multiple comparisons. Results replicated Experiment 1, indicating that there was virtually no LPE in the similarity-search condition-1.6% difference in miss rates between the high-and low-prevalence conditions, which did not reach statistical significance, t(19) = 0.43, p = .67, α = .025. The present-click/absent-flick condition revealed an LPE (12.0% difference), t(19) = 3.10, p = .006, α = .025."
"p = .645";"results";"Results";11;1;3;"09567976211048485";"=";0,645;"There was no effect of search condition, F(1, 42) = 0.21, p = .645.";"There was a main effect of target prevalence, F(1, 42) = 12.58, p < .001, η p 2 = .23. There was no effect of search condition, F(1, 42) = 0.21, p = .645. The interaction between search condition and target prevalence was significant, F(1, 42) = 4.13, p = .048, η p 2 = .09, replicating the effect that the LPE depended on search condition (see Fig."
"p = .152";"results";"Results";11;1;7;"09567976211048485";"=";0,152;"Replicating Experiments 1 and 2, results showed that the similarity-search condition did not elicit a reliable difference between the highand low-prevalence conditions (4.7% difference in miss rates), t(21) = 1.49, p = .152, α = .025.";"We performed post hoc paired-samples two-tailed t tests comparing miss rates between the high-and low-prevalence conditions at both levels of search condition, applying Bonferroni corrections for multiple comparisons. Replicating Experiments 1 and 2, results showed that the similarity-search condition did not elicit a reliable difference between the highand low-prevalence conditions (4.7% difference in miss rates), t(21) = 1.49, p = .152, α = .025. The targetpresent/target-absent condition revealed an LPE (17.4% difference), t(21) = 3.24, p = .004, α = .025."
"p = .073";"results";"Results";6;4;3;"09567976211049439";"=";0,073;"Indeed, in the control condition, participants with positive self-views preferred positive over negative feedback, F(1, 168) = 18.40, p < .001, η p 2 = .10, whereas participants with negative self-views tended to prefer negative over positive feedback, F(1, 168) = 3.25, p = .073, η p 2 = .02 (all pairwise comparisons were Bonferroni corrected).";"In line with expectations, results showed the self-verification effect only in the control condition. Indeed, in the control condition, participants with positive self-views preferred positive over negative feedback, F(1, 168) = 18.40, p < .001, η p 2 = .10, whereas participants with negative self-views tended to prefer negative over positive feedback, F(1, 168) = 3.25, p = .073, η p 2 = .02 (all pairwise comparisons were Bonferroni corrected). This was not true in the experimental condition, in which participants with positive self-views were equally willing to read positive and negative feedback, F < 1."
"p = .130";"results";"Results";6;6;3;"09567976211049439";"=";0,13;"This preference, however, disappeared in the experimental condition, F(1, 170) = 2.32, p = .130, η p 2 = .01.";"The interaction indicates that there was a significant difference between participants' willingness to read both feedback types in the control condition, F(1, 170) = 17.93, p < .001, η p 2 = .10; specifically, participants preferred self-verifying over self-discrepant feedback. This preference, however, disappeared in the experimental condition, F(1, 170) = 2.32, p = .130, η p 2 = .01. The results are in line with our main prediction and are presented graphically in Figure 2."
"p = .568";"results";"Results";10;3;2;"09567976211049439";"=";0,568;"The results showed a significant two-way interaction (see Table 3) indicating that participants in the control condition preferred self-verifying feedback over self-discrepant feedback, F(1, 168) = 19.13, p < .001, η p 2 = .10, whereas participants in the experimental condition were equally willing to consider the two types of feedback, F(1, 168) = 0.33, p = .568, η p 2 = .002.";"Following the same procedure as in Study 1, we also recoded positive and negative feedback into selfverifying and self-discrepant feedback and ran a 2 (feedback: self-discrepant vs. self-verifying) × 2 (condition: control vs. experimental) mixed ANOVA. The results showed a significant two-way interaction (see Table 3) indicating that participants in the control condition preferred self-verifying feedback over self-discrepant feedback, F(1, 168) = 19.13, p < .001, η p 2 = .10, whereas participants in the experimental condition were equally willing to consider the two types of feedback, F(1, 168) = 0.33, p = .568, η p 2 = .002. These results are in line with our main prediction and are presented graphically in Figure 4."
